snomed_id,name,display_name,synonyms,level_concept,type_concept,type_information,active
65275009,Acute cholecystitis,Acute cholecystitis,"['Acute cholecystitis', 'Acute cholecystitis (disorder)']",granular,Disorder,SelfHistory,
65363002,Otitis media,Otitis Media,"['Otitis media', 'Otitis media (disorder)', 'OM - Otitis media']",group,Disorder,SelfHistory,
65546002,Extraction of wisdom tooth,extraction of wisdom tooth,"['Extraction of wisdom tooth', 'Extraction of wisdom tooth (procedure)']",granular,Procedure,SelfHistory,
65575008,Biopsy of prostate,biopsy of prostate,"['Biopsy of prostate', 'Biopsy of prostate (procedure)']",granular,Procedure,SelfHistory,
6561000179108,Open nephrectomy from live donor,open nephrectomy from live donor,"['Open nephrectomy from live donor (procedure)', 'Open nephrectomy from live donor', 'Live donor open nephrectomy']",granular,Procedure,SelfHistory,
65668001,Otorrhea,Otorrhea,"['Otorrhea', 'Discharge of ear', 'Drainage from external ear canal', 'Otorrhoea', 'Otorrhea (disorder)']",granular,Disorder,SelfHistory,
6567006,Pulmonary valve commissurotomy by transvenous balloon method,pulmonary valve commissurotomy by transvenous balloon method,"['Pulmonary valve commissurotomy by transvenous balloon method', 'Valvotomy of pulmonary valve by transvenous balloon method', 'Pulmonary valve commissurotomy by transvenous balloon method (procedure)', 'Balloon pulmonary valvotomy']",granular,Procedure,SelfHistory,
65971000052100,,Psychosis,,,Finding,SelfHistory,
66071002,Viral hepatitis type B,Type B viral hepatitis,"['Type B viral hepatitis', 'Serum hepatitis', 'Hepatitis B', 'SH - Serum hepatitis', 'Hepatitis B infection', 'Viral hepatitis type B', 'Viral hepatitis type B (disorder)']",granular,Disorder,SelfHistory,
66077003,Ligation of varicocele,ligation of varicocele,"['Ligation of varicocele', 'Vidal operation for varicocele', 'High ligation of spermatic vein', 'Ligation of varicocele (procedure)']",granular,Procedure,SelfHistory,
66091009,,Congenital Disease,,group,Disorder,SelfHistory,
66123000,Ulcer on tongue,Tongue ulceration,"['Tongue ulceration', 'Ulcer on tongue', 'Ulcer on tongue (disorder)']",granular,Disorder,SelfHistory,
66187002,Fatty stool,Fatty stool,"['Steatorrhea', 'Steatorrhoea', 'Fatty stool', 'Fatty stool (finding)']",,Finding,SelfHistory,
66255005,Poor erection,Erection too weak,"['Erection too weak', 'Poor erection', 'Poor erection (disorder)']",granular,Disorder,SelfHistory,
66383009,Gingivitis,Gingivitis,"['Gingivitis', 'Gingivitis (disorder)']",granular,Disorder,SelfHistory,
6655004,Acute laryngitis,Acute laryngitis,"['Acute laryngitis', 'Acute laryngitis (disorder)']",granular,Disorder,SelfHistory,
66590003,Alcohol dependence,Alcohol dependence,"['Alcohol dependence', 'Chronic alcoholism', 'Alcohol dependence syndrome', 'Alcohol dependence (disorder)']",granular,Disorder,SelfHistory,
66612000,Nutritional anemia,Nutritional anemia,"['Nutritional anemia', 'Nutritional anaemia', 'Nutritional anemia (disorder)']",granular,Disorder,SelfHistory,
66622006,Hypertrophy of both palatine AND pharyngeal tonsils,Hypertrophy of tonsils AND adenoids,"['Hypertrophy of tonsils AND adenoids', 'Enlargement of tonsils AND adenoids', 'Tonsillar and adenoid hypertrophy', 'Hypertrophy of both palatine AND pharyngeal tonsils (disorder)', 'Hypertrophy of both palatine AND pharyngeal tonsils', 'Adenotonsillar hypertrophy']",granular,Disorder,SelfHistory,
66931009,Hypercalcemia,Hypercalcemia,"['Hypercalcemia', 'Hypercalcemia syndrome', 'Hypercalcaemia syndrome', 'Hypercalcaemia', 'Hypercalcemia (disorder)']",granular,Disorder,SelfHistory,
66944004,Autoimmune thyroiditis,Autoimmune thyroiditis,"['Autoimmune thyroiditis', 'Autoimmune thyroiditis (disorder)']",granular,Disorder,SelfHistory,
66951008,Carotid endarterectomy,carotid endarterectomy,"['Carotid endarterectomy', 'Carotid thromboendarterectomy', 'Carotid endarterectomy (procedure)', 'CEA - Carotid endarterectomy']",granular,Procedure,SelfHistory,
66999008,Hyperparathyroidism,Hyperparathyroidism,"['Hyperparathyroidism', 'HPTH - Hyperparathyroidism', 'Hyperparathyroidism (disorder)']",granular,Disorder,SelfHistory,
67198005,Paroxysmal supraventricular tachycardia,Paroxysmal supraventricular tachycardia,"['Paroxysmal supraventricular tachycardia', 'Paroxysmal supraventricular tachycardia (disorder)']",granular,Disorder,SelfHistory,
67365005,Recurrent appendicitis,Recurrent appendicitis,"['Recurrent appendicitis', 'Recurrent appendicitis (disorder)']",granular,Disorder,SelfHistory,
67488005,Traumatic alopecia,Traumatic alopecia,"['Traumatic alopecia', 'Traction alopecia', 'Traumatic alopecia (disorder)']",granular,Disorder,SelfHistory,
67782005,Acute respiratory distress syndrome,Respiratory Distress Syndrome,"['Adult respiratory distress syndrome', 'Congestive atelectasis', 'DaNang lung', 'Vietnam lung', 'Shock lung', 'Post-traumatic pulmonary insufficiency', 'Traumatic wet lung', 'Adult hyaline membrane disease', 'Acquired respiratory distress syndrome', 'Pulmonary capillary leak syndrome', 'ARDS - Adult respiratory distress syndrome', 'Acute respiratory distress syndrome (disorder)', 'Acute respiratory distress syndrome']",granular,Disorder,SelfHistory,
67801009,Tenosynovitis,Tenosynovitis,"['Tenosynovitis', 'Tendinous synovitis', 'Tendovaginitis', 'Tenontolemmitis', 'Tenovaginitis', 'Inflammation of tendon sheath', 'Tenosynovitis (disorder)']",granular,Disorder,SelfHistory,
67882000,Pruritus of vulva,Pruritus of vulva,"['Pruritus of vulva', 'Itching of vulva', 'Pruritus vulvae', 'Vulval itching', 'Pruritus of vulva (disorder)']",granular,Disorder,SelfHistory,
68172002,Disorder of tendon,Tendinopathy,"['Disorder of tendon', 'Disorder of tendon (disorder)', 'Tendon disorder', 'Tendinopathy']",group,Disorder,SelfHistory,
68225006,Alopecia areata,Alopecia areata,"['Alopecia areata', 'Alopecia circumscripta', 'Patchy loss of hair', 'Circumscribed alopecia', 'AA - Alopecia areata', 'Alopecia areata (disorder)']",granular,Disorder,SelfHistory,
68226007,Acute cystitis,Acute cystitis,"['Acute cystitis', 'Acute cystitis (disorder)']",granular,Disorder,SelfHistory,
68266006,Hypertrophic lichen planus,Hypertrophic lichen planus,"['Hypertrophic lichen planus', 'Hypertrophic lichen planus (disorder)', 'Lichen planus hypertrophicus']",granular,Disorder,SelfHistory,
68267002,Benign intracranial hypertension,Benign intracranial hypertension,"['Benign intracranial hypertension', 'Pseudotumor cerebri', ""Nonne's syndrome"", 'Otitic hydrocephalus syndrome', 'Noninfective serous meningitis', 'Pseudotumour cerebri', 'Benign intracranial hypertension (disorder)', 'BIH - Benign intracranial hypertension', 'IIH - Idiopathic intracranial hypertension', 'Idiopathic intracranial hypertension']",granular,Disorder,SelfHistory,
68345001,Apraxia,Apraxia,"['Apraxia', 'Apraxia (finding)']",,Finding,SelfHistory,
68566005,Urinary tract infectious disease,Urinary tract infectious disease,"['Urinary tract infectious disease', 'Urinary tract infection', 'Urinary tract infectious disease (disorder)', 'UTI - Urinary tract infection']",granular,Disorder,SelfHistory,
68659002,Blepharoconjunctivitis,Blepharoconjunctivitis,"['Blepharoconjunctivitis', 'Blepharoconjunctivitis (disorder)']",granular,Disorder,SelfHistory,
68815009,Systemic lupus erythematosus glomerulonephritis syndrome,SLE glomerulonephritis syndrome,"['SLE glomerulonephritis syndrome', 'Lupus nephritis', 'Systemic lupus erythematosus glomerulonephritis syndrome (disorder)', 'Systemic lupus erythematosus glomerulonephritis syndrome']",granular,Disorder,SelfHistory,
68860005,Percutaneous valvuloplasty,transluminal cardiac valvoplasty,"['Percutaneous valvuloplasty', 'Percutaneous valvuloplasty (procedure)', 'Percutaneous transluminal valvuloplasty', 'Transluminal cardiac valvoplasty', 'Percutaneous cardiac valvuloplasty']",granular,Procedure,SelfHistory,
68890003,Schizoaffective disorder,Schizoaffective disorder,"['Schizoaffective disorder', 'Schizoaffective disorder (disorder)']",granular,Disorder,SelfHistory,
69031006,Excision of breast tissue,mastectomy,"['Excision of breast tissue', 'Excision of breast tissue (procedure)', 'Mastectomy']",group,Procedure,SelfHistory,
69069001,Pruritus of penis,Pruritus of penis,"['Pruritus of penis', 'Itching of penis', 'Pruritus of penis (disorder)']",granular,Disorder,SelfHistory,
690701000119101,Foul smelling urine,Foul smelling urine,"['Foul smelling urine (finding)', 'Foul smelling urine']",,Finding,SelfHistory,
69130005,Stapedectomy,stapedectomy,"['Stapedectomy', 'Stapedectomy (procedure)']",granular,Procedure,SelfHistory,
69322001,Psychotic disorder,Psychiatric problems,"['Psychotic disorder', 'Psychosis', 'Psychotic disorder (disorder)']",group,Disorder,SelfHistory,
69479009,Anxiety hyperventilation,Anxiety hyperventilation,"['Anxiety hyperventilation', 'Anxiety hyperventilation (disorder)']",granular,Disorder,SelfHistory,
69776003,Acute gastroenteritis,Acute gastroenteritis,"['Acute gastroenteritis', 'Acute gastroenteritis (disorder)']",granular,Disorder,SelfHistory,
697930002,Labile hypertension due to being in a clinical environment,Labile hypertension due to being in a clinical environment (disorder),"['Labile hypertension due to being in a clinical environment (disorder)', 'White coat hypertension', 'Labile hypertension due to being in a clinical environment']",granular,Disorder,SelfHistory,
698247007,Cardiac arrhythmia,Arrythmia,"['Arrhythmia', 'Cardiac dysrhythmia', 'Disorder of heart rhythm', 'Cardiac arrhythmia (disorder)', 'Cardiac arrhythmia']",group,Disorder,SelfHistory,
698248002,Family history of cardiac arrhythmia,Family history of cardiac arrhythmia,"['Family history of cardiac arrhythmia (situation)', 'Family history of cardiac arrhythmia']",group,Situation,FamilyHistory,
69896004,Rheumatoid arthritis,Rheumatoid arthritis,"['Rheumatoid arthritis', 'Atrophic arthritis', 'Chronic rheumatic arthritis', 'Rheumatic gout', 'Rheumatoid arthritis (disorder)', 'RA - Rheumatoid arthritis', 'Rheumatoid disease', 'RhA - Rheumatoid arthritis', 'Proliferative arthritis']",granular,Disorder,SelfHistory,
699120002,Arthroscopic repair of rotator cuff,arthroscopic repair of rotator cuff,"['Arthroscopic repair of rotator cuff', 'Arthroscopic repair of rotator cuff (procedure)']",granular,Procedure,SelfHistory,
699393002,Pulling at own ear,Pulling at ears,"['Pulling at own ear', 'Pulling at own ear (finding)']",,Finding,SelfHistory,
699489009,Dental caries class I,Dental caries class I,"['Dental caries class I', 'Dental caries class I (disorder)']",granular,Disorder,SelfHistory,
699490000,Dental caries class II,Dental caries class II,"['Dental caries class II', 'Dental caries class II (disorder)']",granular,Disorder,SelfHistory,
69990006,Excision of fibroadenoma of breast,excision of fibroadenoma of breast,"['Excision of fibroadenoma of breast', 'Excision of fibroadenoma of breast (procedure)']",granular,Procedure,SelfHistory,
70020005,Adenoiditis,Adenoiditis,"['Adenoiditis', 'Adenoiditis (disorder)']",granular,Disorder,SelfHistory,
700250006,Idiopathic pulmonary fibrosis,Usual interstitial pneumonia,"['Usual interstitial pneumonia', 'Idiopathic fibrosing alveolitis', 'Cryptogenic fibrosing alveolitis', 'Idiopathic pulmonary fibrosis (disorder)', 'Idiopathic pulmonary fibrosis']",granular,Disorder,SelfHistory,
700378005,Chronic kidney disease stage 3A,Chronic kidney disease stage 3A,"['Chronic kidney disease stage 3A', 'Chronic kidney disease stage 3A (disorder)']",granular,Disorder,SelfHistory,
700379002,Chronic kidney disease stage 3B,Chronic kidney disease stage 3B,"['Chronic kidney disease stage 3B', 'Chronic kidney disease stage 3B (disorder)']",granular,Disorder,SelfHistory,
700380004,Insertional Achilles tendinopathy,Insertional Achilles tendinopathy (disorder),"['Insertional Achilles tendinopathy (disorder)', 'Insertional Achilles tendinopathy']",granular,Disorder,SelfHistory,
70070008,Torticollis,Torticollis,"['Torticollis', 'Wry neck', 'Contracture of neck', 'Torticollis (disorder)']",granular,Disorder,SelfHistory,
70076002,Rhinitis,Rhinitis,"['Rhinitis', 'Irritation of nose', 'Rhinitis (disorder)']",granular,Disorder,SelfHistory,
70107009,Repair of ocular lens,lens repair,"['Repair of ocular lens', 'Lens repair', 'Repair of ocular lens (procedure)']",granular,Procedure,SelfHistory,
7011001,Hallucinations,Hallucinations,"['Hallucinations', 'Hallucinations (finding)']",,Finding,SelfHistory,
70142008,Atrial septal defect,Atrial septal defect,"['Atrial septal defect', 'Interatrial septal defect', 'ASD - Atrial septal defect', 'Atrial septal defect (disorder)']",granular,Disorder,SelfHistory,
70153002,Hemorrhoids,Hemorrhoids,"['Hemorrhoids', 'Piles', 'Haemorrhoids', 'Haemorrhoid', 'Piles - haemorrhoids', 'Hemorrhoid', 'Piles - hemorrhoids', 'Hemorrhoids (disorder)']",granular,Disorder,SelfHistory,
70241007,Nutritional deficiency disorder,Nutritional Deficiency,"['Nutritional deficiency', 'Nutritional deficiency disorder', 'Dietary deficiency', 'Nutritional deficiencies', 'Nutritional deficiency disorder (disorder)']",group,Disorder,SelfHistory,
70272006,Malignant hypertension,Malignant hypertension,"['Malignant hypertension', 'Malignant hypertension (disorder)']",granular,Disorder,SelfHistory,
703145006,Sterilization procedure,sterilization,"['Sterilization procedure', 'Sterilization procedure (procedure)', 'Sterilisation procedure']",group,Procedure,SelfHistory,
703272007,Heart failure with reduced ejection fraction,Heart failure with reduced ejection fraction (disorder),"['Heart failure with reduced ejection fraction (disorder)', 'Heart failure with reduced ejection fraction']",granular,Disorder,SelfHistory,
703470001,Bacterial sinusitis,Bacterial sinusitis,"['Bacterial sinusitis', 'Bacterial sinusitis (disorder)']",granular,Disorder,SelfHistory,
703630003,Red eye,Red eye,"['Red eye', 'Red eye (finding)']",,Finding,SelfHistory,
703885002,Misuse of analgesic,Overuse of painkillers,"['Misuse of analgesic (finding)', 'Misuse of analgesic']",granular,Lifestyle,SelfHistory,
703930000,Allergy to beef,allergy to beef,"['Allergy to beef', 'Beef allergy', 'Allergy to beef (finding)']",granular,Allergy,SelfHistory,
703934009,Allergy to fungus,allergy to fungus,"['Fungus allergy', 'Allergy to fungus', 'Allergy to fungus (finding)']",granular,Allergy,SelfHistory,
703938007,Inflammatory dermatosis,Dermatitis,"['Inflammatory dermatosis (disorder)', 'Inflammatory dermatosis', 'Dermatitis']",group,Disorder,SelfHistory,
70536003,Transplant of kidney,renal transplant,"['Transplant of kidney', 'Kidney transplantation', 'Renal transplant', 'Tx - Renal transplantation', 'Kidney transplant', 'Tx - Kidney transplantation', 'Transplantation of kidney', 'Renal graft', 'Transplant of kidney (procedure)']",granular,Procedure,SelfHistory,
70650003,Urinary bladder stone,Urinary bladder stone,"['Urinary bladder stone', 'Vesical calculus', 'Bladder stone', 'Vesicolithiasis', 'Bladder calculus', 'Urinary bladder stone (disorder)', 'Calculus of bladder']",granular,Disorder,SelfHistory,
706870000,Acute pulmonary embolism,Acute pulmonary embolism,"['Acute pulmonary embolism', 'Acute pulmonary embolism (disorder)']",granular,Disorder,SelfHistory,
706885006,Palmoplantar keratoderma,Palmoplantar keratoderma,"['Palmoplantar keratoderma', 'Palmoplantar keratoderma (disorder)']",granular,Disorder,SelfHistory,
706913006,Varicose veins of lower limb co-occurrent with edema,Varicose veins and oedema of leg,"['Varicose veins and oedema of leg', 'Varicose veins and edema of leg', 'Varicose veins of lower limb co-occurrent with edema', 'Varicose veins of lower limb co-occurrent with edema (disorder)', 'Varicose veins of lower limb co-occurrent with oedema']",granular,Disorder,SelfHistory,
70704007,Sprain of wrist,Sprain of wrist,"['Sprain of wrist', 'Sprain of wrist joint', 'Wrist sprain', 'Sprain of wrist (disorder)']",granular,Disorder,SelfHistory,
707251008,Generalized chronic periodontitis,Generalized chronic periodontitis,"['Generalized chronic periodontitis', 'Generalised chronic periodontitis', 'Generalized chronic periodontitis (disorder)']",granular,Disorder,SelfHistory,
707323002,Anemia co-occurrent and due to chronic kidney disease,Anemia co-occurrent and due to chronic kidney disease,"['Anemia co-occurrent and due to chronic kidney disease', 'Anaemia co-occurrent and due to chronic kidney disease', 'Anaemia in chronic kidney disease', 'Anemia co-occurrent and due to chronic kidney disease (disorder)', 'Anemia in chronic kidney disease']",granular,Disorder,SelfHistory,
70733008,Limitation of joint movement,Restricted joint movement,"['Limitation of joint movement', 'Restriction of joint motion', 'Limitation of joint movement (finding)', 'Joint movement restricted', 'Joint movement restrained', 'Range of joint movement reduced', 'Limited range of motion']",,Finding,SelfHistory,
70759006,Pyoderma,Pyoderma,"['Pyoderma', 'Pyodermia', 'Purulent dermatitis', 'Suppurative dermatitis', 'Septic dermatitis', 'Pyogenic dermatitis', 'Pustuloderma', 'Pyoderma (disorder)', 'Pyogenic infection of skin and subcutis']",granular,Disorder,SelfHistory,
708164002,Gastritis caused by Helicobacter pylori,Gastritis caused by Helicobacter pylori (disorder),"['Gastritis caused by Helicobacter pylori (disorder)', 'Helicobacter pylori-associated gastritis', 'Gastritis caused by Helicobacter pylori']",granular,Disorder,SelfHistory,
708803008,Wedge resection of ingrowing toenail,wedge resection of ingrown toenail,"['Wedge resection of ingrowing toenail (procedure)', 'Wedge resection of ingrowing toenail', 'Wedge resection of ingrown toenail']",granular,Procedure,SelfHistory,
708967005,Cervical cerclage of internal os during pregnancy,cervical cerclage of internal os during pregnancy,"['Cervical cerclage of internal os during pregnancy (procedure)', 'Cervical cerclage of internal os during pregnancy']",granular,Procedure,SelfHistory,
709044004,Chronic kidney disease,Chronic kidney disease,"['Chronic kidney disease', 'Chronic kidney disease (disorder)', 'CKD - chronic kidney disease', 'Chronic renal impairment', 'Chronic renal disease']",group,Disorder,SelfHistory,
709077000,Angioplasty of peripheral blood vessel,angioplasty of peripheral blood vessel,"['Angioplasty of peripheral blood vessel (procedure)', 'Angioplasty of peripheral blood vessel']",granular,Procedure,SelfHistory,
70995007,Pulmonary hypertension,Pulmonary hypertension,"['Pulmonary hypertension', 'Pulmonary hypertension (disorder)', 'PHT - Pulmonary hypertension']",group,Disorder,SelfHistory,
710785000,Laparoscopic repair of hernia,laparoscopic hernioplasty,"['Laparoscopic repair of hernia', 'Laparoscopic hernioplasty', 'Laparoscopic repair of hernia (procedure)']",granular,Procedure,SelfHistory,
7108004,Osteoclasis,surgical fracture,"['Osteoclasis', 'Surgical fracture', 'Osteoclasis (procedure)']",granular,Procedure,SelfHistory,
71261000119101,Family history of hydronephrosis,Family history of hydronephrosis,"['Family history of hydronephrosis', 'Family history of hydronephrosis (situation)']",granular,Situation,FamilyHistory,
713181003,Chronic alcoholic liver disease,Chronic alcoholic liver disease (disorder),"['Chronic alcoholic liver disease (disorder)', 'Chronic alcoholic liver disease']",granular,Disorder,SelfHistory,
713245008,Gingivitis due to dental plaque,Dental plaque induced gingivitis,"['Dental plaque induced gingivitis', 'Gingivitis due to dental plaque (disorder)', 'Gingivitis due to dental plaque', 'Plaque induced gingivitis']",granular,Disorder,SelfHistory,
713566001,Lack of interest,Lack of interest,"['Lack of interest (finding)', 'Lack of interest']",,Finding,SelfHistory,
71369009,Orthodontic service,orthodontic service,"['Orthodontic service', 'Orthodontic service (procedure)']",granular,Procedure,SelfHistory,
713704004,Gastroparesis due to diabetes mellitus,Gastroparesis due to diabetes mellitus (disorder),"['Gastroparesis due to diabetes mellitus (disorder)', 'Gastroparesis due to diabetes mellitus', 'Gastroparesis with diabetes mellitus']",granular,Disorder,SelfHistory,
713914004,User of smokeless tobacco,Smokeless tobacco user,"['User of smokeless tobacco (finding)', 'User of smokeless tobacco']",granular,Lifestyle,SelfHistory,
714126004,Generalized gingivitis,Generalized gingivitis,"['Generalized gingivitis', 'Generalized gingivitis (disorder)', 'Generalised gingivitis']",granular,Disorder,SelfHistory,
714152005,Chronic kidney disease stage 5 on dialysis,Chronic kidney disease 5d,"['Chronic kidney disease 5d', 'Chronic kidney disease stage 5 on dialysis (disorder)', 'CKD (chronic kidney disease) stage 5d', 'Chronic kidney disease stage 5 on dialysis']",granular,Disorder,SelfHistory,
714249007,Mild gingivitis,Mild gingivitis (disorder),"['Mild gingivitis (disorder)', 'Mild gingivitis']",granular,Disorder,SelfHistory,
715057009,Disorder of lumbosacral intervertebral disc,Disorder of lumbosacral intervertebral disc,"['Disorder of lumbosacral intervertebral disc', 'Disorder of lumbosacral intervertebral disc (disorder)', 'Disorder of intervertebral disc of L5 and S1']",granular,Disorder,SelfHistory,
715192004,Idiopathic achalasia of esophagus,Idiopathic achalasia of esophagus (disorder),"['Idiopathic achalasia of esophagus (disorder)', 'Idiopathic achalasia of esophagus', 'Idiopathic achalasia of oesophagus', 'Idiopathic achalasia', 'Primary achalasia', 'Achalasia cardia']",granular,Disorder,SelfHistory,
71591001,Furuncle of ear,Furuncle of ear,"['Furuncle of ear', 'Furuncle of ear (disorder)', 'Boil of ear']",granular,Disorder,SelfHistory,
716187007,Allergy to insect protein,allergy to insect,"['Allergy to insect allergen', 'Allergy to insect', 'Allergy to insect protein (finding)', 'Allergy to insect protein']",granular,Allergy,SelfHistory,
71620000,Fracture of femur,Fracture of femur,"['Fracture of femur', 'Fracture of thigh', 'Fracture of upper leg', 'Fracture of femur (disorder)']",granular,Disorder,SelfHistory,
716203000,Decompensated cirrhosis of liver,Decompensated cirrhosis of liver (disorder),"['Decompensated cirrhosis of liver (disorder)', 'Decompensated cirrhosis of liver', 'Decompensated cirrhosis']",granular,Disorder,SelfHistory,
7163005,Urinary tract obstruction,Urinary tract obstruction,"['Urinary tract obstruction', 'Obstructive uropathy', 'Urinary tract obstruction (disorder)']",granular,Disorder,SelfHistory,
717061002,Lichen planus pigmentosus,Lichen planus pigmentosus (disorder),"['Lichen planus pigmentosus (disorder)', 'Lichen planus pigmentosus', 'Lichen planus pigmentosa', 'Lichen planus pigmentosus inversus']",granular,Disorder,SelfHistory,
718105008,Lichen amyloidosis,Lichen amyloidosis (disorder),"['Lichen amyloidosis (disorder)', 'Lichen amyloidosis', 'Amyloid lichen', 'Lichen amyloidosus']",granular,Disorder,SelfHistory,
718537002,Allergy to rosuvastatin,allergy to rosuvastatin,"['Allergy to rosuvastatin', 'Rosuvastatin allergy', 'Allergy to rosuvastatin (finding)']",granular,Allergy,SelfHistory,
718539004,Injury of rotator cuff,Injury of rotator cuff (disorder),"['Injury of rotator cuff (disorder)', 'Injury of rotator cuff']",granular,Disorder,SelfHistory,
71906005,Paronychia,Paronychia,"['Paronychia', 'Perionychia', 'Paronychia (disorder)']",granular,Disorder,SelfHistory,
719232003,Difficulty walking,Difficulty walking,"['Difficulty walking (finding)', 'Difficulty walking']",,Finding,SelfHistory,
719265006,Repair of inguinal hernia using surgical mesh,inguinal hernioplasty,"['Repair of inguinal hernia using surgical mesh (procedure)', 'Repair of inguinal hernia using surgical mesh', 'Inguinal hernioplasty']",granular,Procedure,SelfHistory,
719280000,Repair of lumbar hernia using surgical mesh,lumbar hernioplasty,"['Repair of lumbar hernia using surgical mesh (procedure)', 'Repair of lumbar hernia using surgical mesh', 'Lumbar hernioplasty']",granular,Procedure,SelfHistory,
719283003,Repair of ventral hernia,ventral hernioplasty,"['Repair of ventral hernia', 'Repair of ventral hernia (procedure)', 'Repair of hernia of anterior abdominal wall']",granular,Procedure,SelfHistory,
719288007,Repair of femoral hernia,femoral hernioplasty,"['Repair of femoral hernia', 'Femoral herniorrhaphy', 'Repair of femoral hernia (procedure)', 'Femoral hernia repair', 'Repair of crural hernia']",granular,Procedure,SelfHistory,
719290008,Repair of umbilical hernia using surgical mesh,umbilical hernioplasty,"['Repair of umbilical hernia using surgical mesh (procedure)', 'Repair of umbilical hernia using surgical mesh', 'Umbilical hernioplasty']",granular,Procedure,SelfHistory,
719291007,Repair of epigastric hernia using surgical mesh,epigastric hernioplasty,"['Repair of epigastric hernia using surgical mesh (procedure)', 'Repair of epigastric hernia using surgical mesh', 'Epigastric hernioplasty']",granular,Procedure,SelfHistory,
719678003,Non-obstructive atherosclerosis of coronary artery,Non-obstructive atherosclerosis of coronary artery (disorder),"['Non-obstructive atherosclerosis of coronary artery (disorder)', 'Non-obstructive coronary atherosclerosis', 'Non-obstructive atherosclerosis of coronary artery']",granular,Disorder,SelfHistory,
72000004,Vitamin A deficiency,Vitamin A deficiency,"['Vitamin A deficiency', 'Hypovitaminosis A', 'Vitamin A deficiency (disorder)', 'Deficiency of vitamin A']",granular,Disorder,SelfHistory,
7200002,Alcoholism,Alcoholism,"['Alcoholism', 'Dipsomania', 'Alcohol problem drinking', 'Alcoholism (disorder)']",granular,Disorder,SelfHistory,
72042002,Incontinence of feces,Incontinence of feces,"['Bowel incontinence', 'Incontinence of faeces', 'Incontinence of feces', 'Incontinence of feces (finding)', 'Involuntary stool', 'Bowels: incontinent', 'Incontinent of feces', 'Incontinent of faeces']",,Finding,SelfHistory,
720979002,"Alopecia, contracture, dwarfism, intellectual disability syndrome","Alopecia, contracture, dwarfism, intellectual disability syndrome (disorder)","['Alopecia, contracture, dwarfism, intellectual disability syndrome (disorder)', 'Alopecia, contracture, dwarfism, intellectual disability syndrome', 'ACD (alopecia, contracture, dwarfism) syndrome', 'ACD (alopecia, contracture, dwarfism) mental retardation syndrome']",granular,Disorder,SelfHistory,
721104000,Sepsis due to urinary tract infection,Sepsis due to urinary tract infection (disorder),"['Sepsis due to urinary tract infection (disorder)', 'Sepsis due to urinary tract infection']",granular,Disorder,SelfHistory,
72129000,Acquired acanthosis nigricans,Acquired acanthosis nigricans,"['Acquired acanthosis nigricans', 'Keratosis nigricans', 'Acquired acanthosis nigricans (disorder)']",granular,Disorder,SelfHistory,
721704005,Internal hemorrhoids grade II,Internal hemorrhoids grade II (disorder),"['Internal hemorrhoids grade II (disorder)', 'Internal hemorrhoids grade II', 'Internal haemorrhoids grade II', 'Second degree hemorrhoids', 'Second degree haemorrhoids']",granular,Disorder,SelfHistory,
721705006,Internal hemorrhoids grade III,Internal hemorrhoids grade III (disorder),"['Internal hemorrhoids grade III (disorder)', 'Internal hemorrhoids grade III', 'Internal haemorrhoids grade III', 'Third degree hemorrhoids', 'Third degree haemorrhoids']",granular,Disorder,SelfHistory,
722223000,Cyst of kidney,Cyst of kidney (disorder),"['Cyst of kidney (disorder)', 'Cyst of kidney', 'Renal cyst']",granular,Disorder,SelfHistory,
72274001,Nerve root disorder,Nerve root disorder,"['Nerve root disorder', 'Radiculopathy', 'Nerve root disorder (disorder)']",granular,Disorder,SelfHistory,
722862003,Dengue without warning signs,Dengue without warning signs (disorder),"['Dengue without warning signs (disorder)', 'Dengue without warning signs']",granular,Disorder,SelfHistory,
722863008,Dengue with warning signs,Dengue with warning signs (disorder),"['Dengue with warning signs (disorder)', 'Dengue with warning signs']",granular,Disorder,SelfHistory,
722878001,Functional belching disorder,Functional belching disorder,"['Functional belching disorder', 'Functional belching disorder (disorder)']",granular,Disorder,SelfHistory,
722964001,Atypical Parkinsonism,Atypical Parkinsonism (disorder),"['Atypical Parkinsonism (disorder)', 'Atypical Parkinsonism']",granular,Disorder,SelfHistory,
723003004,Acute eruptive lichen planus,Acute eruptive lichen planus (disorder),"['Acute eruptive lichen planus (disorder)', 'Acute eruptive lichen planus']",granular,Disorder,SelfHistory,
723005006,Acute telogen effluvium,Acute telogen effluvium (disorder),"['Acute telogen effluvium (disorder)', 'Acute telogen effluvium']",granular,Disorder,SelfHistory,
72310004,Circumcision,circumcision,"['Circumcision', 'Prepucectomy', 'Circumcision (procedure)']",granular,Procedure,SelfHistory,
723188008,Renal insufficiency,Renal insufficiency (disorder),"['Renal insufficiency (disorder)', 'Renal insufficiency', 'Renal insufficiency syndrome']",granular,Disorder,SelfHistory,
72352009,Bicuspid aortic valve,Bicuspid aortic valve,"['Bicuspid aortic valve', 'Bicuspid aortic valve (disorder)']",granular,Disorder,SelfHistory,
723916001,Bodily distress disorder,Bodily distress disorder (disorder),"['Bodily distress disorder (disorder)', 'Bodily distress disorder', 'Somatic symptom disorder']",granular,Disorder,SelfHistory,
724386005,Lesion of genitalia,Genital Ulcer,"['Lesion of genitalia (finding)', 'Lesion of genitalia', 'Genital lesion']",,Finding,SelfHistory,
